PRIMARY_TAG,Date,Well,OilDay,Injgas,AnnulusA,AnnulusB,WHP,WaterDay,Choke,TotLiq,,
6334,07-05-2017 00:00,A,55,8999.890498,71.39108407,73.42590114,32.17423611,0,7,55,,
6341,08-05-2017 00:00,A,55,9025.642586,71.4245955,72.82747076,32.34125,0,7,55,,
6348,09-05-2017 00:00,A,55,8967.928605,71.65702363,74.37522876,32.29111728,0,7,55,,
6355,10-05-2017 00:00,A,55,9062.811755,70.82934871,73.19895635,32.17701389,0,7,55,,
6362,11-05-2017 00:00,A,55,9030.188907,71.04346281,72.20510702,32.19811584,0,7,55,,
6369,12-05-2017 00:00,A,55,8925.487611,72.01409736,74.62223236,32.31736111,0,7,55,,
6376,13-05-2017 00:00,A,54,8942.798441,71.61277861,73.42372377,32.02472222,0,7,54,,
6383,14-05-2017 00:00,A,54,8976.675461,71.1804473,73.87432836,32.15048611,0,7,54,,
6390,15-05-2017 00:00,A,54,8980.752152,71.74930609,73.24028638,32.22088827,0,7,54,,
6397,16-05-2017 00:00,A,54,8971.775886,71.79382721,73.36687564,32.21083333,0,7,54,,
6404,17-05-2017 00:00,A,54,8989.937867,71.18570403,74.44458077,32.41708333,0,7,54,,
6411,18-05-2017 00:00,A,54,8980.095933,71.57056107,72.93902413,32.35791667,0,7,54,,
6418,19-05-2017 00:00,A,54,9059.361837,71.96926227,73.60531316,32.32338654,0,7,54,,
6425,20-05-2017 00:00,A,54,9041.773099,72.04892264,73.68370679,32.36673611,0,7,54,,
6432,21-05-2017 00:00,A,54,8963.226595,71.53538517,72.91304607,32.3775,0,7,54,,
6439,22-05-2017 00:00,A,55,9007.960427,71.48441385,73.25920119,32.49305556,0,7,55,,
6446,23-05-2017 00:00,A,55,8952.519031,71.83098992,73.82275552,32.69535045,0,7,55,,
6454,24-05-2017 00:00,A,55,9032.555874,71.25076499,74.0721844,32.80041667,0,7,55,,
6462,25-05-2017 00:00,A,55,8997.695481,72.25225308,73.38527141,32.99354167,0,7,55,,
6470,26-05-2017 00:00,A,55,8980.048024,71.61080743,74.48350885,32.94194444,0,7,55,,
6477,27-05-2017 00:00,A,55,8943.762453,72.16276849,74.26157889,32.90687023,0,7,55,,
6484,28-05-2017 00:00,A,54,8973.062461,72.09983616,73.89950671,32.61763889,2,7,56,,
6491,29-05-2017 00:00,A,54,8953.552763,71.62121888,74.66691934,32.653125,2,7,56,,
6498,30-05-2017 00:00,A,54,8961.387588,71.86505177,74.53610789,32.671875,2,7,56,,
6505,31-05-2017 00:00,A,54,8922.120937,71.86437378,74.18929545,32.38959056,2,7,56,,
6512,01-06-2017 00:00,A,54,8903.23906,71.98099498,73.53844129,32.41555556,2,7,56,,
6519,02-06-2017 00:00,A,53,8966.371851,71.98182473,74.21160807,32.42805556,2,7,55,,
6526,03-06-2017 00:00,A,53,8960.437073,71.73897783,72.9530881,32.15006944,2,7,55,,
6533,04-06-2017 00:00,A,53,8944.695583,72.08223717,74.05279107,32.53997224,2,7,55,,
6540,05-06-2017 00:00,A,53,9007.793514,71.72740243,72.79283002,32.23548611,2,7,55,,
6547,06-06-2017 00:00,A,53,8981.953224,71.73057561,74.28765407,32.34881944,2,7,55,,
6554,07-06-2017 00:00,A,53,9009.655678,71.83626233,72.3441768,31.58138889,2,7,55,,
6561,08-06-2017 00:00,A,53,9049.935129,71.95858355,73.67839358,32.07938931,2,7,55,,
6568,09-06-2017 00:00,A,53,8963.898262,71.8273576,74.69838095,32.25770833,2,7,55,,
6575,10-06-2017 00:00,A,56,8903.121547,71.69017364,74.14968733,32.40819444,1,7,57,,
6582,11-06-2017 00:00,A,56,8980.514403,72.7313724,72.96365929,32.08048611,1,7,57,,
6589,12-06-2017 00:00,A,56,9015.542161,72.48137132,74.07810851,31.59930604,1,7,57,,
6596,13-06-2017 00:00,A,56,8942.146949,71.80125318,74.81010725,31.65229167,1,7,57,,
6603,14-06-2017 00:00,A,56,8947.918699,71.68348181,74.80201843,31.61076389,1,7,57,,
6610,15-06-2017 00:00,A,56,8933.168313,71.95922628,74.80890409,31.59486111,1,7,57,,
6617,16-06-2017 00:00,A,56,9011.046413,72.58472364,74.1036082,31.58466343,1,7,57,,
6624,17-06-2017 00:00,A,56,8957.008395,72.23904101,74.65982415,31.48333333,1,7,57,,
6632,18-06-2017 00:00,A,56,9016.053981,71.72052331,73.57839263,31.56590278,1,7,57,,
6640,19-06-2017 00:00,A,56,8974.018268,72.19754285,74.56034679,31.62430556,1,7,57,,
6648,20-06-2017 00:00,A,55,8951.885824,72.54422814,75.11047238,31.47696044,1,7,56,,
6656,21-06-2017 00:00,A,55,8995.846006,72.23076851,73.99653935,31.43215278,1,7,56,,
6664,22-06-2017 00:00,A,55,8978.35434,72.23004023,74.24743238,31.44487871,1,7,56,,
6672,23-06-2017 00:00,A,55,8888.658923,72.30795107,74.60265387,31.47280702,1,7,56,,
6680,24-06-2017 00:00,A,55,8994.74381,72.54955041,74.87680025,31.51445448,1,7,56,,
6688,25-06-2017 00:00,A,55,8953.337441,72.27023246,75.38517277,31.39569444,1,7,56,,
6696,26-06-2017 00:00,A,56,8963.17083,72.43149011,75.35565632,31.39292158,1,7,57,,
6704,27-06-2017 00:00,A,56,9015.765856,71.92310833,74.16596137,31.16305556,1,7,57,,
6712,28-06-2017 00:00,A,56,8969.876613,72.39195995,74.17481874,31.47597222,1,7,57,,
6720,29-06-2017 00:00,A,56,8998.859933,72.18807294,75.04554365,31.19083969,1,7,57,,
6728,30-06-2017 00:00,A,56,8969.336886,72.04705187,73.1463667,30.93986111,1,7,57,,
,,,,,,,,,,,,
,avg,,61.482,8807.831,66.944,74.393,29.596,0.354,7.491,61.837,,
,max,,74.000,12809.396,72.731,117.211,41.968,4.000,11.000,74.000,,
,min,,24.000,5868.843,47.875,31.468,16.574,0.000,7.000,24.000,,
,mode,,62.000,#N/A,#N/A,#N/A,25.439,0.000,7.000,63.000,,
